elevation,slope,longitude,latitude,biomass,rh98,rh50,canopy_cover,spatial_block,elev_band,predicted_biomass,residual,abs_residual,prediction_date
316,3.846254208971997,-118.17290151439704,46.227106398088566,171.7360437857204,36.41010710003778,18.168087162760692,0.4071948677603438,1,0-500m,174.23952372719378,-2.503479941473387,2.503479941473387,2026-02-18
1079,8.733541935842318,-122.51362622525208,46.41183401380943,171.72968822515992,31.655417145105535,11.739025147837085,0.432999596204812,1,1000-1500m,167.76622997915433,3.9634582460055867,3.9634582460055867,2026-02-18
112,1.6216032252545878,-122.7272252295503,47.48516979619844,153.4938103422718,28.763944862575016,15.718535885048542,0.4840484149855332,3,0-500m,148.56070681436458,4.933103527907207,4.933103527907207,2026-02-18
1679,27.56674575805664,-122.71616843102596,46.33619986267507,56.39576807881281,11.882460935723955,4.23614278898576,0.498059943011771,1,1500-2000m,58.052874362421875,-1.6571062836090675,1.6571062836090675,2026-02-18
1189,19.77401942711974,-121.87030429928323,47.93079620236112,144.85276604394443,31.756148692675733,16.357148993646693,0.4092135998696136,3,1000-1500m,143.74461787216788,1.1081481717765485,1.1081481717765485,2026-02-18
1075,22.166743640501192,-120.32670497857434,46.61810954229548,160.61444800353186,32.821993203720496,23.52109051404454,0.3602048674829496,2,1000-1500m,165.5077423653227,-4.893294361790851,4.893294361790851,2026-02-18
86,8.74180970141695,-120.9763848695052,45.27341280123984,120.89938437283152,30.284286018864822,12.72188023897002,0.3673389534105795,0,0-500m,128.6935175506182,-7.7941331777866765,7.7941331777866765,2026-02-18
352,1.640132280070682,-121.96139601861373,48.13503936993643,205.4606167523204,39.3608255241964,20.224535700569074,0.5146934561862432,3,0-500m,208.38198721420278,-2.9213704618823897,2.9213704618823897,2026-02-18
761,6.192978431902313,-119.71702973694336,46.14303329837082,229.82524002858324,37.75629384585047,16.214326749183037,0.643606220345541,1,500-1000m,237.63939633183043,-7.814156303247188,7.814156303247188,2026-02-18
148,7.040301197077149,-123.0235429754357,46.73106751839705,161.82247950850905,34.911598970848495,15.70715254110007,0.490401589815607,2,0-500m,157.94452252630063,3.877956982208417,3.877956982208417,2026-02-18
1164,25.889214743804512,-121.95498746025348,47.74177553288761,178.6188118970738,40.35300778995322,14.240015809199578,0.4871378908091348,3,1000-1500m,181.16926599095473,-2.5504540938809157,2.5504540938809157,2026-02-18
434,24.2872476166372,-121.43546709694417,46.32982462859485,228.1926651208744,46.71479440533986,27.30301748961988,0.6029611632395604,1,0-500m,235.4564535525984,-7.263788431723981,7.263788431723981,2026-02-18
46,21.965254851754697,-120.80751011048076,45.22634262458686,135.04912530252878,31.364784621439355,17.73132231702471,0.4586996166555403,0,0-500m,133.83978392798244,1.2093413745463408,1.2093413745463408,2026-02-18
1812,23.9517095879342,-118.50376827024893,46.49568418805126,64.18670211404591,19.739285443801705,12.638666034422808,0.3415754849166466,1,1500-2000m,66.25042046860646,-2.0637183545605495,2.0637183545605495,2026-02-18
1289,30.911505907118205,-122.60228352489148,48.77779433077721,121.86525404197432,28.325842003310505,21.83648970911548,0.5070411518607617,4,1000-1500m,128.01772305783686,-6.152469015862536,6.152469015862536,2026-02-18
666,4.054126079146886,-120.40035893110472,47.56693758919423,235.77536550476435,39.61342503536091,20.306076615681032,0.6714317068370552,3,500-1000m,247.71624280696815,-11.940877302203802,11.940877302203802,2026-02-18
1883,38.03097161409983,-119.8530980179657,47.685916594668825,73.96977538773235,18.205762943979053,5.718078320073987,0.3844258526088701,3,1500-2000m,73.30159550854977,0.6681798791825884,0.6681798791825884,2026-02-18
128,3.117483683158879,-123.67484711096002,47.52912861455056,141.8879250914173,35.033909765634334,16.847260585368232,0.4190801333091686,3,0-500m,147.0265276103325,-5.1386025189152065,5.1386025189152065,2026-02-18
351,1.6459306942722869,-119.74718603668993,45.79596855583775,173.289986208744,35.85508629844228,19.42901249546704,0.3660891000826143,0,0-500m,183.14293512938391,-9.852948920639903,9.852948920639903,2026-02-18
1376,37.18891179552471,-122.80633113418897,46.67333545640912,99.01618832914936,24.3748112379513,13.12446825261315,0.5252985755437428,2,1000-1500m,98.41558318468523,0.6006051444641258,0.6006051444641258,2026-02-18
466,4.811918736872867,-123.54463884910304,48.00375919345327,207.41512145648423,41.93718872961762,23.91945418124217,0.4427174979250651,3,0-500m,215.96757707484463,-8.552455618360398,8.552455618360398,2026-02-18
50,6.938715596490761,-117.35780123922666,45.40549159021264,92.08337328127008,25.81819782771864,9.614261021376274,0.5809974331761649,0,0-500m,107.19647164264806,-15.113098361377979,15.113098361377979,2026-02-18
2161,45.45426025373025,-117.24057576847808,46.11141110435885,63.25410246121718,14.188548404914316,10.215925544993777,0.3626831255209661,1,2000m+,61.30796184596495,1.946140615252233,1.946140615252233,2026-02-18
391,31.23993346072499,-118.34121856318475,46.105276433863416,202.54183149112276,40.5811266509364,23.610863882135984,0.6062348245010143,1,0-500m,209.8988191344587,-7.356987643335941,7.356987643335941,2026-02-18
650,37.535701080567705,-121.8677036157864,46.72807571037802,230.27621135896828,37.41128192434384,18.040497186960323,0.4999479572336244,2,500-1000m,240.1831163388247,-9.90690497985642,9.90690497985642,2026-02-18
1026,5.9012701357056025,-123.31629520195531,48.92147496376874,203.52671583480577,31.73864690483643,15.687399950696818,0.5787741841464661,4,1000-1500m,198.6568521632663,4.869863671539463,4.869863671539463,2026-02-18
0,0.0,-119.2103688144149,45.27001018673529,146.84957019353487,31.13447128685597,14.933975401515845,0.5469902259620647,0,,138.20444866332917,8.6451215302057,8.6451215302057,2026-02-18
1517,23.262214391152643,-120.9189325438228,47.07480397752238,111.0170530598068,24.432423185581342,17.537052555583234,0.427971888207914,2,1500-2000m,106.77602391792334,4.241029141883459,4.241029141883459,2026-02-18
1147,13.714366765525934,-123.14573235608655,45.71745872804884,156.14514006165405,28.624209440426128,13.78377679996244,0.3605627581890695,0,1000-1500m,153.28224106475665,2.8628989968973997,2.8628989968973997,2026-02-18
636,1.378329975913937,-120.5337616292211,48.88270618163898,234.8841836861897,44.78745263518506,23.744947091471147,0.4329202496183616,4,500-1000m,250.00352480252343,-15.119341116333743,15.119341116333743,2026-02-18
1280,7.51561445848456,-123.75928035219349,45.453214018909854,108.19006022237429,25.342220627870145,9.53903806604011,0.5159284652306841,0,1000-1500m,117.93560472927291,-9.745544506898625,9.745544506898625,2026-02-18
421,0.0,-117.63475718544852,46.61440400944637,254.15186400531573,40.645917566932106,23.788818619858965,0.6926291384809299,2,0-500m,241.9482849887758,12.20357901653992,12.20357901653992,2026-02-18
1336,2.2829557898413824,-122.18854012879989,47.95153993933842,116.96384562103184,25.437605965599072,14.555541664235998,0.4068618259940301,3,1000-1500m,118.27570621445679,-1.311860593424953,1.311860593424953,2026-02-18
243,2.284636771313879,-119.36234400952212,47.81821771210978,142.14159504332122,28.169202334346053,14.493913919685587,0.6053563695596484,3,0-500m,148.45413228986436,-6.312537246543144,6.312537246543144,2026-02-18
641,11.932575430782716,-121.81802246737412,46.69091454757573,262.2839354110332,42.11326303185249,21.3735798177118,0.3318984472407861,2,500-1000m,258.51346017643425,3.770475234598962,3.770475234598962,2026-02-18
833,32.88782715908216,-120.35952385175533,46.38609667181088,300.2104337926422,42.88861407000892,20.11781301847392,0.4824425470312878,1,500-1000m,278.3485124864008,21.861921306241413,21.861921306241413,2026-02-18
429,2.7802885155287558,-120.17302804459705,46.590449514211485,217.18540535328583,48.99367409253056,24.22172272042051,0.4540252476734178,1,0-500m,230.00957652196038,-12.824171168674553,12.824171168674553,2026-02-18
153,3.2652894701871498,-122.70601881132131,46.05710505263456,149.81684367103549,26.78770190558857,13.284426022134296,0.4433589656356398,1,0-500m,140.74842524163788,9.06841842939761,9.06841842939761,2026-02-18
421,2.8252052604798004,-117.21290760564808,45.8213317548272,219.34475697851772,38.26998291073219,21.35249479313846,0.4858708223407361,1,0-500m,221.52030586158904,-2.1755488830713148,2.1755488830713148,2026-02-18
1091,12.473302841186523,-118.5740702364722,46.93215879023556,168.84797178062394,31.04475093414554,21.02169474531786,0.4629592126525748,2,1000-1500m,167.5087119140947,1.3392598665292326,1.3392598665292326,2026-02-18
63,7.170865445855114,-117.42350740905069,46.07413502427043,86.94940668271403,19.679961443523997,10.028862414548431,0.3820476878564973,1,0-500m,89.10454676166664,-2.1551400789526127,2.1551400789526127,2026-02-18
0,0.0,-117.73620854700646,46.149846659589,96.62094770546616,21.18686427224036,8.327754517253956,0.470760546849615,1,,96.65432871227539,-0.03338100680922196,0.03338100680922196,2026-02-18
541,31.927703281067984,-119.8147001483224,47.62702425389823,237.46541555063905,39.56260277050585,18.15395070708484,0.576624349656396,3,500-1000m,242.73119674393106,-5.265781193292014,5.265781193292014,2026-02-18
632,1.6805878048142842,-117.54688035483818,48.87414932679957,271.36690000994474,45.377224604917714,25.431289207479228,0.4452147329272318,4,500-1000m,268.16624245368797,3.200657556256772,3.200657556256772,2026-02-18
1347,11.883978202558998,-123.38055248563656,47.4145488022375,134.7090785433826,32.799099413828124,20.86373967122227,0.2173480479474296,3,1000-1500m,135.65028933755787,-0.9412107941752765,0.9412107941752765,2026-02-18
177,1.6199966303246176,-122.62811996306598,45.30791786825986,163.54793676104904,34.52728842979317,22.935824427766608,0.4022970293267788,0,0-500m,156.79242704263194,6.755509718417102,6.755509718417102,2026-02-18
1,4.621586806723618,-123.68340897762624,45.302334455416265,112.63648049999664,24.254284945569616,17.733007405287175,0.4175111322854897,0,0-500m,114.39643269984278,-1.7599521998461398,1.7599521998461398,2026-02-18
710,23.885088620887945,-121.72268768465716,48.80569288338226,282.05654350484843,49.58508267180117,24.79446588262729,0.5447210795960696,4,500-1000m,282.02470220637855,0.03184129846988526,0.03184129846988526,2026-02-18
303,16.181191108903178,-121.27925897217362,46.18916316122933,156.9647869623794,37.54814037160275,20.008745201731355,0.4678475601136467,1,0-500m,168.1395117557114,-11.17472479333199,11.17472479333199,2026-02-18
1197,3.958936577333471,-122.10055677758272,45.3682679443299,178.3369971364165,39.91089656745162,19.461606712004038,0.4607622072319305,0,1000-1500m,179.76259052808018,-1.425593391663682,1.425593391663682,2026-02-18
27,2.318241552823721,-118.1988374359365,47.39617834860152,122.23048399182572,25.36334281619193,12.337720779633251,0.3049159706366443,2,0-500m,115.22292881980911,7.007555172016609,7.007555172016609,2026-02-18
1435,39.91625836527529,-121.50272671314488,47.49459511316106,93.28752664435494,25.226263520095863,12.392855445245257,0.5291922455459358,3,1000-1500m,95.67617560278975,-2.388648958434814,2.388648958434814,2026-02-18
1006,3.2354223984479646,-122.03345843218834,47.594019280474754,215.98144941386727,40.03295358497364,21.698316945801512,0.4589883349640477,3,1000-1500m,213.90654676093283,2.0749026529344405,2.0749026529344405,2026-02-18
440,7.009187689387833,-120.20112741789228,46.06960811143016,215.4640638227141,39.54584349408145,22.408986042979866,0.4159541419854098,1,0-500m,217.93146875073307,-2.467404928018965,2.467404928018965,2026-02-18
256,2.6673240667446407,-123.01353042517668,45.0604427368579,190.1018281140709,36.981229836136485,17.64214637872651,0.4942680279889474,0,0-500m,183.5445575494936,6.557270564577323,6.557270564577323,2026-02-18
306,7.678380106962892,-118.38462113472173,48.86006147781789,214.7340547895363,39.3515664819157,20.95198408770056,0.5024460491662189,4,0-500m,208.48331513866785,6.250739650868439,6.250739650868439,2026-02-18
193,0.9274099368611016,-123.4781454942416,46.00357218276441,199.01666999534405,34.84296349896135,17.61139598885409,0.5444031841516868,1,0-500m,187.78493202265523,11.23173797268882,11.23173797268882,2026-02-18
521,2.8253902384950567,-117.09179144379638,47.70410515221019,203.43522871677197,40.56677231916061,18.61976458170726,0.4570107376301415,3,500-1000m,216.74366226791687,-13.308433551144901,13.308433551144901,2026-02-18
456,0.9274099368611016,-118.5942866149234,47.82651947951484,185.7532105182906,39.35656000653206,16.514265318172537,0.5319612320117973,3,0-500m,201.2238871668468,-15.470676648556207,15.470676648556207,2026-02-18
437,4.2617197128839885,-122.6089902292608,47.44002966831794,203.88237980725285,38.61221716119446,19.61360324039605,0.4697467093818616,3,0-500m,209.47312916949264,-5.590749362239791,5.590749362239791,2026-02-18
0,0.0,-123.96134518013478,46.25162957685459,109.35544250198387,25.485797826642862,13.872980553950258,0.3402162608345886,1,,107.96659341327887,1.3888490887050011,1.3888490887050011,2026-02-18
1041,6.20418440393052,-118.29177000081616,46.08438501505626,214.9545228556957,38.871084643997165,22.69722868868652,0.6773735911182468,1,1000-1500m,216.50234116493954,-1.5478183092438371,1.5478183092438371,2026-02-18
782,43.05587069489293,-119.05199859306668,47.39067313081081,263.1141194254037,45.88433401882674,26.597341057997756,0.3952758539417939,2,500-1000m,267.4760350062,-4.361915580796278,4.361915580796278,2026-02-18
769,14.820878746880648,-118.89694982371309,48.46438253444676,206.04948403851424,36.15144351419822,20.46802556164184,0.4896130966202319,4,500-1000m,226.6600370448528,-20.610553006338563,20.610553006338563,2026-02-18
0,0.0,-118.60110757319838,48.78693491569359,97.69941545007882,26.124884458261278,16.717945451266168,0.3612332901742464,4,,102.77954159591164,-5.080126145832821,5.080126145832821,2026-02-18
248,12.845523889423909,-123.48168743786135,45.42362321761503,180.19808049935443,31.368008236654354,17.103987732188042,0.5285925006398587,0,0-500m,173.75713159222514,6.440948907129297,6.440948907129297,2026-02-18
767,0.0,-121.49073990019008,45.61931445039088,262.5491330951142,42.79969084708461,18.621043634903053,0.5219405747871061,0,500-1000m,265.95244291192466,-3.403309816810463,3.403309816810463,2026-02-18
1338,13.932718678944417,-123.18891658332409,48.77894503513232,134.38198915087648,24.11573787370841,12.210409070726818,0.3972405164913028,4,1000-1500m,126.25236289830109,8.129626252575392,8.129626252575392,2026-02-18
702,7.378860558780502,-117.95827601887083,47.94614091333917,254.4389164577809,36.87197414351549,19.58792795108913,0.4604443032199252,3,500-1000m,247.65364021040105,6.785276247379841,6.785276247379841,2026-02-18
1474,19.542192701306117,-119.6369131122071,48.53197529931909,91.37074437839148,30.08669771838,15.768228269197888,0.383616715493319,4,1000-1500m,101.83000454246918,-10.459260164077705,10.459260164077705,2026-02-18
558,1.6664852176571383,-121.68371382603144,45.81053053654137,250.71601129082129,41.01794222917277,24.473414102477008,0.4496053409514889,1,500-1000m,251.55017302757443,-0.8341617367531455,0.8341617367531455,2026-02-18
385,6.464860749435276,-123.55509154799785,47.35034348443761,211.28351841166688,40.96589014672311,19.74679735428724,0.4275699229121651,2,0-500m,210.69284653618408,0.5906718754827978,0.5906718754827978,2026-02-18
83,5.45177874881619,-121.82312374799037,47.80455837766989,124.2172834354934,17.90417950035385,9.962042399039046,0.3637527515758311,3,0-500m,111.02707467924601,13.190208756247387,13.190208756247387,2026-02-18
677,7.107537292414755,-121.72371674581277,47.72044754178789,262.5947388321479,40.64390899448045,26.78152287430223,0.4988768960651913,3,500-1000m,255.51001012602018,7.084728706127748,7.084728706127748,2026-02-18
57,3.934792518615722,-118.89275675163356,46.63260676346679,97.67145128098812,23.05767734235679,12.506033917127413,0.4430595249928271,2,0-500m,104.07868071613096,-6.407229435142838,6.407229435142838,2026-02-18
51,2.2784995610167997,-119.53709770051351,45.06157956676523,122.82563553086204,25.13755215491773,12.530002678807188,0.379557451582637,0,0-500m,113.36714856033922,9.458486970522827,9.458486970522827,2026-02-18
489,2.2823699402954536,-117.78951080196572,47.33170422721705,233.6825139647981,39.63014353590276,24.57626734185513,0.4764475296497827,2,0-500m,234.0129267467243,-0.3304127819262135,0.3304127819262135,2026-02-18
822,6.696121684817804,-120.69449552386637,46.012406156718434,277.8333881678627,39.53952317284819,19.52509451674352,0.5529372562782163,1,500-1000m,259.18212757911186,18.65126058875086,18.65126058875086,2026-02-18
1308,5.45333054272083,-123.16284027843189,46.80101698457156,151.00283803989618,35.01565342993272,14.029136300540303,0.5575024380602249,2,1000-1500m,147.18164831392048,3.8211897259756995,3.8211897259756995,2026-02-18
615,15.818721153158398,-119.00728648943904,48.83032406033527,259.5013604117518,43.54831877098201,24.1801486787787,0.5117407728139682,4,500-1000m,261.70301971602885,-2.2016593042770296,2.2016593042770296,2026-02-18
715,3.1001655510035278,-118.67450465968172,46.59614127056974,250.45594912588209,36.53118926215575,20.51956857734129,0.5265783069250745,1,500-1000m,244.51346558211873,5.942483543763359,5.942483543763359,2026-02-18
990,4.323593213841574,-120.07105961701352,48.35920642665771,192.6124562861168,36.9466219800458,17.123207987449092,0.3974442014918353,4,500-1000m,195.36363004754676,-2.7511737614299534,2.7511737614299534,2026-02-18
50,0.9274099368611016,-118.60322974031808,45.754162422997005,123.80087317034088,28.319645591957556,14.05658857874166,0.2885787808645046,0,0-500m,122.03345110289318,1.767422067447697,1.767422067447697,2026-02-18
672,0.9274099368611016,-120.54343082544926,47.68984199210011,261.3699058888496,47.02182268996309,23.5315169792806,0.7028758315905104,3,500-1000m,265.20421159992543,-3.8343057110758423,3.8343057110758423,2026-02-18
354,32.14018208762191,-120.34087019432604,48.90802781775577,182.91126935938115,37.92826210059727,17.65709662638542,0.4732726883382186,4,0-500m,189.23544513605063,-6.3241757766694775,6.3241757766694775,2026-02-18
1841,30.17452788036328,-121.00721287149015,45.40757240349175,82.0754598593378,17.51218712337802,8.01737968147596,0.5198238451236237,0,1500-2000m,79.22448089797159,2.8509789613662093,2.8509789613662093,2026-02-18
417,2.296113102365126,-123.82206611279132,45.03327976890877,195.16028222591288,32.79123002215641,17.09712143053619,0.4722935337658132,0,0-500m,197.62213674393593,-2.4618545180230456,2.4618545180230456,2026-02-18
235,1.3430790103879775,-123.24476001104686,46.73433117053046,173.24765963162957,36.6621509283716,14.3072532722755,0.3986618400240357,2,0-500m,172.23244677461673,1.0152128570128411,1.0152128570128411,2026-02-18
1706,1.3909640878680911,-123.77999570019286,45.37050193220547,71.96363918711496,15.292405156439791,8.93862118396755,0.4520185589594213,0,1500-2000m,66.22618593986186,5.7374532472531,5.7374532472531,2026-02-18
666,16.216221591509232,-119.54512712115354,47.99353739870492,289.78229398137853,45.46571448183898,23.76824546659858,0.5060869739406006,3,500-1000m,276.6827717415053,13.099522239873238,13.099522239873238,2026-02-18
24,4.820048885560117,-121.79950813246572,48.65819465539423,119.02231754531878,24.21653650890684,17.683104488670182,0.4300095753003343,4,0-500m,117.95085727396443,1.0714602713543542,1.0714602713543542,2026-02-18
2062,15.618191362176445,-120.44000516184708,46.73608389083503,94.94729094774456,25.068822513914014,11.03642420698655,0.3973923250353889,2,2000m+,96.74799221944775,-1.8007012717031898,1.8007012717031898,2026-02-18
1484,42.73263014200725,-117.64703468251734,46.03484656862177,68.02667012437084,21.203201920405927,10.255064145177196,0.4974131421032943,1,1000-1500m,78.80776951028591,-10.78109938591507,10.78109938591507,2026-02-18
384,33.34766900366842,-122.25495439595788,46.73761327602644,204.96168791474764,37.8021129218544,18.114660063106182,0.393157839358018,2,0-500m,203.32032037260527,1.6413675421423761,1.6413675421423761,2026-02-18
1265,7.53859368756333,-121.1273195387506,47.893791271400005,148.71601089577882,27.73173123959369,10.780192113899153,0.4465970964350503,3,1000-1500m,141.50702590288608,7.208984992892738,7.208984992892738,2026-02-18
136,17.02910510734643,-118.71114203019866,45.036216646321485,106.58680994376272,25.030858714681848,9.997890682810915,0.2748688037277164,0,0-500m,107.94343488710027,-1.3566249433375503,1.3566249433375503,2026-02-18
549,0.9274099368611016,-122.39841284155864,47.35781595793879,237.6542027208536,43.75263114954512,23.529954938626314,0.5854991182263463,2,500-1000m,247.22077430020653,-9.566571579352939,9.566571579352939,2026-02-18
21,28.98361812711297,-123.46114063119845,47.45316673954952,109.28371102042234,24.6363826707273,12.94090660862177,0.4547530447352676,3,0-500m,110.93203051037455,-1.6483194899522005,1.6483194899522005,2026-02-18
92,20.519488822418047,-121.97173982960362,47.55075298758374,86.70195803618961,23.666266809097767,14.652098360098393,0.4126718563935737,3,0-500m,95.97625421967936,-9.274296183489753,9.274296183489753,2026-02-18
570,2.3020832176483363,-122.87145098922196,45.96808831992351,256.11315025419805,46.75219518188825,22.948283272953525,0.5535081884181589,1,500-1000m,262.993037803183,-6.879887548984925,6.879887548984925,2026-02-18
29,3.089506965284076,-117.492116433602,47.8562108935125,130.87914722702942,34.81572668552443,14.686305222686087,0.5088988524286476,3,0-500m,139.56199153011548,-8.682844303086057,8.682844303086057,2026-02-18
1374,26.52445313430163,-118.34315734304909,45.36556594532711,87.76131984810515,27.6980408817514,15.295856139318476,0.48530081814264,0,1000-1500m,101.60034844493423,-13.839028596829081,13.839028596829081,2026-02-18
528,1.6682330904195652,-119.56617370442704,45.797081345867205,248.6751996286811,40.8933868070591,21.446555609819445,0.4133853364772157,0,500-1000m,243.84459546763,4.830604161051099,4.830604161051099,2026-02-18
830,3.827187429184299,-117.89977586868598,48.50988018661793,215.42708017220497,37.8549208058507,17.878739117495144,0.4883813552775773,4,500-1000m,227.40562508356174,-11.978544911356778,11.978544911356778,2026-02-18
382,16.245059689916804,-118.3742954617062,47.95489260290626,199.14896160976755,35.29665087206822,19.52248617563472,0.5610112256199103,3,0-500m,204.07809220772847,-4.929130597960921,4.929130597960921,2026-02-18
1851,36.0979529884404,-122.69400958779777,45.05498221604538,40.50489351595984,13.170515014652723,5.339023900538313,0.3041835278011733,0,1500-2000m,44.096437125292,-3.591543609332156,3.591543609332156,2026-02-18
804,5.846255720973885,-117.75208701057016,45.9935050414792,280.4139789768057,42.17429054841924,17.837989068554087,0.5409469137975595,1,500-1000m,266.92938333391845,13.484595642887257,13.484595642887257,2026-02-18
308,8.143114574813495,-120.22460430659044,45.857625931972656,187.5713568469508,29.78786054993034,17.21739237375268,0.5023406934103092,1,0-500m,177.5581373957867,10.013219451164105,10.013219451164105,2026-02-18
283,4.103827903062625,-118.34791891385156,46.08322531214789,169.16804325247165,34.74976971694397,14.652661305165342,0.5004575281496351,1,0-500m,167.1904376363756,1.9776056160960422,1.9776056160960422,2026-02-18
1665,8.48471474837022,-117.72736090053554,45.99023908111955,64.96175165510824,17.852886427654436,10.550949998552868,0.4646538671324023,1,1500-2000m,67.69697696082906,-2.7352253057208173,2.7352253057208173,2026-02-18
209,6.917319425438424,-121.77397567519697,45.25010518297138,180.46724791534183,37.92984615853487,17.77084300140441,0.5468899389593651,0,0-500m,178.34075043415254,2.12649748118929,2.12649748118929,2026-02-18
1562,22.0577044218156,-123.22963652830626,46.83576206638728,138.3920669574687,32.75511124691351,19.058995271910824,0.3871979402279858,2,1500-2000m,136.2618217207921,2.1302452366765863,2.1302452366765863,2026-02-18
529,7.02092474456263,-122.4044538622064,47.93093389914466,193.6815527740594,40.23572585983875,23.519176564499787,0.6125829686714102,3,500-1000m,213.99698250588514,-20.31542973182573,20.31542973182573,2026-02-18
797,5.320118214496083,-121.0102454796162,47.42692689886975,284.2555185550219,40.28692050234846,17.78406332890217,0.5250461429236598,3,500-1000m,267.46172046646296,16.793798088558958,16.793798088558958,2026-02-18
1373,26.17793549143322,-118.27389663854257,47.69148667439232,150.09850731009814,29.71845517969812,15.25174592982833,0.3861648751934279,3,1000-1500m,138.9741015836531,11.124405726445048,11.124405726445048,2026-02-18
638,34.88224899876807,-117.9748859172056,45.32459671414496,265.7037816996767,39.15123590469884,21.080952110435398,0.7179894338654117,0,500-1000m,261.3811826344769,4.3225990651998245,4.3225990651998245,2026-02-18
977,17.940062698471746,-123.95133508628166,48.805962840707146,182.44653085919228,28.726195161485503,21.484422113242925,0.3843489190757887,4,500-1000m,179.69026296334556,2.756267895846719,2.756267895846719,2026-02-18
0,0.0,-120.42476888195704,48.3539673353721,126.93814870438864,25.28049765562901,9.94989297524327,0.4198934208154731,4,,122.15707064905351,4.781078055335129,4.781078055335129,2026-02-18
750,4.826602862529488,-121.07812297795854,48.220361273982654,253.6859625228965,38.01756758133872,25.637429485046177,0.6329983044155268,4,500-1000m,244.35525873950468,9.330703783391812,9.330703783391812,2026-02-18
1549,10.007279111489622,-122.44524532670488,48.29193522016707,74.97391938275813,24.32820589214589,14.955584757008031,0.4393142123716327,4,1500-2000m,86.09177948913747,-11.11786010637934,11.11786010637934,2026-02-18
1989,4.8127487819024966,-123.1609424286642,48.73084203253104,49.48238450589618,6.830131849410186,1.2660491333700523,0.5170891459270843,4,1500-2000m,47.75815301192301,1.7242314939731713,1.7242314939731713,2026-02-18
438,10.183330207864874,-121.6366938001746,47.17701586445479,230.5444024158368,40.6539505613555,25.12827737729696,0.6616547747241631,2,0-500m,230.8804783517679,-0.33607593593109186,0.33607593593109186,2026-02-18
331,0.0,-117.39963207261236,45.8011280714705,204.22885552523192,35.53164128579957,14.428071011046622,0.5244620108879534,1,0-500m,199.07821859410345,5.150636931128474,5.150636931128474,2026-02-18
331,0.0,-121.73757947585472,47.467134431410166,168.82041563525345,31.085788930406345,19.31377917953949,0.4471094168318835,3,0-500m,173.55305477321036,-4.732639137956909,4.732639137956909,2026-02-18
391,5.5159833703089,-120.36846564779644,47.97152597467176,215.87285489092957,36.46576824603403,14.371668041778891,0.4964347275589999,3,0-500m,214.7534921057459,1.1193627851836823,1.1193627851836823,2026-02-18
777,1.8543341688295631,-119.07886728773376,47.951669573416105,227.1728078288959,40.19975993098001,21.590375901324872,0.527373015556332,3,500-1000m,240.65231243516453,-13.47950460626862,13.47950460626862,2026-02-18
